locus_tag	ftype	gene	EC_number	product
BDKBJLID_02313	gene			
BDKBJLID_02314	rRNA			23S ribosomal RNA
BDKBJLID_02314	gene			
BDKBJLID_02315	rRNA			5S ribosomal RNA
BDKBJLID_02315	gene			
BDKBJLID_02316	CDS			NADH ubiquinone oxidoreductase
BDKBJLID_02316	gene			
BDKBJLID_02317	CDS			putative EndoIII-related endonuclease
BDKBJLID_02317	gene			
BDKBJLID_02318	CDS			putative transcriptional regulator, TraR/DksA family
BDKBJLID_02318	gene			
BDKBJLID_02319	CDS			prolipoprotein diacylglyceryl transferase
BDKBJLID_02319	gene			
BDKBJLID_02320	CDS			putative methyl-accepting chemotaxis sensory transducer
BDKBJLID_02320	gene			
BDKBJLID_02321	CDS			transcriptional regulator, BadM/Rrf2 family
BDKBJLID_02321	gene			
BDKBJLID_02322	CDS			hypothetical protein
BDKBJLID_02322	gene			
BDKBJLID_02323	CDS			MtN3 and saliva related transmembrane protein
BDKBJLID_02323	gene			
BDKBJLID_02324	CDS			putative secreted hydrolase
BDKBJLID_02324	gene			
	sig_peptide			putative signal peptide
BDKBJLID_02325	CDS	salY		ABC-type antimicrobial peptide transport system, permease component
BDKBJLID_02325	gene	salY		
BDKBJLID_02326	CDS			ABC-type antimicrobial peptide transport system, ATPase component
BDKBJLID_02326	gene			
BDKBJLID_02327	CDS			3-hydroxyisobutyrate dehydrogenase
BDKBJLID_02327	gene			
BDKBJLID_02328	CDS			TrbC/VIRB2 family protein
BDKBJLID_02328	gene			
BDKBJLID_02329	CDS			hypothetical protein
BDKBJLID_02329	gene			
BDKBJLID_02330	CDS			Type IV secretory pathway, VirB4 component
BDKBJLID_02330	gene			
BDKBJLID_02331	CDS			hypothetical protein
	sig_peptide			putative signal peptide
BDKBJLID_02331	gene			
BDKBJLID_02332	CDS			hypothetical protein
BDKBJLID_02332	gene			
BDKBJLID_02333	CDS			hypothetical protein
BDKBJLID_02333	gene			
BDKBJLID_02334	CDS			Conjugal transfer protein
BDKBJLID_02334	gene			
BDKBJLID_02335	CDS			conjugation TrbI-like protein
BDKBJLID_02335	gene			
BDKBJLID_02336	CDS			putative ATPase, AAA family
BDKBJLID_02336	gene			
BDKBJLID_02337	CDS			hypothetical protein
BDKBJLID_02337	gene			
BDKBJLID_02338	CDS		1.3.99.22	oxygen-independent coproporphyrinogen-3 oxidase
BDKBJLID_02338	gene			
BDKBJLID_02339	CDS	xerD		site-specific recombinase XerD
BDKBJLID_02339	gene	xerD		
BDKBJLID_02340	CDS			hypothetical protein
BDKBJLID_02340	gene			
	sig_peptide			putative signal peptide
BDKBJLID_02341	CDS			hypothetical protein
BDKBJLID_02341	gene			
BDKBJLID_02342	CDS			nitrite/sulfite reductase
BDKBJLID_02342	gene			
BDKBJLID_02343	CDS			hypothetical protein
BDKBJLID_02343	gene			
BDKBJLID_02344	CDS		1.14.19.2	acyl-[acyl-carrier-protein] desaturase
BDKBJLID_02344	gene			
BDKBJLID_02345	CDS			glycogen/starch synthase, ADP-glucose type
BDKBJLID_02345	gene			
BDKBJLID_02346	CDS			putative transposase
BDKBJLID_02346	gene			
BDKBJLID_02347	CDS			hypothetical protein
BDKBJLID_02347	gene			
BDKBJLID_02348	CDS			cAMP-binding protein, catabolite gene activator
BDKBJLID_02348	gene			
BDKBJLID_02349	CDS			soluble lytic murein transglycosylase
	sig_peptide			putative signal peptide
BDKBJLID_02349	gene			
BDKBJLID_02350	CDS			Putative negative regulator of RcsB-dependent stress response
BDKBJLID_02350	gene			
BDKBJLID_02351	CDS			putative 2Fe-2S ferredoxin
BDKBJLID_02351	gene			
BDKBJLID_02352	CDS			NADH ubiquinone oxidoreductase
BDKBJLID_02352	gene			
BDKBJLID_02353	CDS			phosphoribosylaminoimidazole carboxylase, catalytic subunit
BDKBJLID_02353	gene			
BDKBJLID_02354	CDS	purK	6.3.4.18	5-(carboxyamino)imidazole ribonucleotide synthase
BDKBJLID_02354	gene	purK		
BDKBJLID_02355	CDS			putative dithiol-disulfide isomerase, DsbA family
BDKBJLID_02355	gene			
BDKBJLID_02356	CDS			hypothetical protein
BDKBJLID_02356	gene			
BDKBJLID_02357	CDS			putative adenylate/guanylate cyclase
BDKBJLID_02357	gene			
BDKBJLID_02358	CDS			GGDEF domain-containing protein, diguanylate cyclase (c-di-GMP synthetase) or its enzymatically inactive variants
BDKBJLID_02358	gene			
BDKBJLID_02359	CDS			40-residue YVTN family beta-propeller repeat-containing protein
BDKBJLID_02359	gene			
BDKBJLID_02360	CDS			N-acetylneuraminic acid mutarotase
BDKBJLID_02360	gene			
BDKBJLID_02361	CDS			Sel1 repeat protein
BDKBJLID_02361	gene			
BDKBJLID_02362	CDS			Peptidase_C39 like family protein
BDKBJLID_02362	gene			
BDKBJLID_02363	CDS			Aldo/keto reductase family protein
BDKBJLID_02363	gene			
BDKBJLID_02364	CDS			Tetratricopeptide repeat-containing protein
BDKBJLID_02364	gene			
	sig_peptide			putative signal peptide
BDKBJLID_02365	CDS			putative ABC transporter
BDKBJLID_02365	gene			
BDKBJLID_02366	CDS			putative ABC transporter
BDKBJLID_02366	gene			
BDKBJLID_02367	CDS			putative ABC transporter, permease protein
BDKBJLID_02367	gene			
BDKBJLID_02368	CDS			hypothetical protein
BDKBJLID_02368	gene			
BDKBJLID_02369	CDS			hypothetical protein
BDKBJLID_02369	gene			
BDKBJLID_02370	CDS			cold shock protein
BDKBJLID_02370	gene			
BDKBJLID_02371	CDS			general secretion pathway protein H
BDKBJLID_02371	gene			
BDKBJLID_02372	CDS			putative general secretion pathway protein I
BDKBJLID_02372	gene			
BDKBJLID_02373	CDS			putative general secretion pathway protein J
BDKBJLID_02373	gene			
BDKBJLID_02374	CDS			replicative DNA helicase
BDKBJLID_02374	gene			
BDKBJLID_02375	CDS	hisZ		ATP phosphoribosyltransferase regulatory subunit
BDKBJLID_02375	gene	hisZ		
BDKBJLID_02376	CDS	serA		D-3-phosphoglycerate dehydrogenase
BDKBJLID_02376	gene	serA		
BDKBJLID_02377	CDS			serine-pyruvate aminotransferase
BDKBJLID_02377	gene			
BDKBJLID_02378	CDS			putative oligopeptide ABC transporter
BDKBJLID_02378	gene			
BDKBJLID_02379	rRNA			5S ribosomal RNA
BDKBJLID_02379	gene			
BDKBJLID_02380	rRNA			23S ribosomal RNA
BDKBJLID_02380	gene			
BDKBJLID_02381	tRNA			tRNA-Ala(tgc)
BDKBJLID_02381	gene			
BDKBJLID_02382	tRNA			tRNA-Ile(gat)
BDKBJLID_02382	gene			
BDKBJLID_02383	rRNA			16S ribosomal RNA
BDKBJLID_02383	gene			
BDKBJLID_02384	CDS			putative glutamine amidotransferase class-I
BDKBJLID_02384	gene			
BDKBJLID_02385	CDS			heavy metal efflux pump, CzcA family
BDKBJLID_02385	gene			
BDKBJLID_02386	CDS			secretion protein HlyD
BDKBJLID_02386	gene			
BDKBJLID_02387	CDS			tyrosyl-tRNA synthetase
BDKBJLID_02387	gene			
BDKBJLID_02388	CDS			hypothetical protein
BDKBJLID_02388	gene			
BDKBJLID_02389	CDS			hypothetical protein
BDKBJLID_02389	gene			
BDKBJLID_02390	CDS			nucleoside diphosphate kinase
BDKBJLID_02390	gene			
BDKBJLID_02391	CDS			putative integral membrane protein
BDKBJLID_02391	gene			
BDKBJLID_02392	CDS		4.1.1.35	UDP-glucuronate decarboxylase
BDKBJLID_02392	gene			
BDKBJLID_02393	CDS			hypothetical protein
BDKBJLID_02393	gene			
BDKBJLID_02394	CDS			DNA-binding protein
BDKBJLID_02394	gene			
BDKBJLID_02395	CDS	ugd		UDP-glucose 6-dehydrogenase
BDKBJLID_02395	gene	ugd		
BDKBJLID_02396	CDS			glycine/D-amino acid oxidase
BDKBJLID_02396	gene			
BDKBJLID_02397	CDS			putative membrane protein
BDKBJLID_02397	gene			
BDKBJLID_02398	CDS			cbb3-type cytochrome oxidase, cytochrome c subunit
BDKBJLID_02398	gene			
BDKBJLID_02399	CDS			transcriptional regulator
BDKBJLID_02399	gene			
BDKBJLID_02400	CDS	pheA		prephenate dehydratase
BDKBJLID_02400	gene	pheA		
BDKBJLID_02401	CDS			3-deoxy-D-arabino-heptulosonate 7-phosphate synthase
BDKBJLID_02401	gene			
BDKBJLID_02402	CDS			prephenate dehydrogenase
BDKBJLID_02402	gene			
BDKBJLID_02403	CDS	aroA		5-enolpyruvylshikimate-3-phosphate synthase
BDKBJLID_02403	gene	aroA		
BDKBJLID_02404	CDS		2.7.4.14	cytidylate kinase
BDKBJLID_02404	gene			
BDKBJLID_02405	CDS			acyltransferase
BDKBJLID_02405	gene			
BDKBJLID_02406	CDS			di-and tricarboxylate transporter
BDKBJLID_02406	gene			
BDKBJLID_02407	CDS			di-and tricarboxylate transporter
BDKBJLID_02407	gene			
BDKBJLID_02408	CDS		6.3.3.2	5-formyltetrahydrofolate cyclo-ligase
BDKBJLID_02408	gene			
BDKBJLID_02409	CDS	folE		GTP cyclohydrolase I
BDKBJLID_02409	gene	folE		
BDKBJLID_02410	CDS			methenyltetrahydrofolate cyclohydrolase
BDKBJLID_02410	gene			
BDKBJLID_02411	CDS			putative methylenetetrahydrofolate reductase
BDKBJLID_02411	gene			
BDKBJLID_02412	CDS	panB		ketopantoate hydroxymethyltransferase
BDKBJLID_02412	gene	panB		
BDKBJLID_02413	CDS	chaC		putative protein involved in cation transport
BDKBJLID_02413	gene	chaC		
BDKBJLID_02414	CDS		3.1.11.2	Exodeoxyribonuclease III
BDKBJLID_02414	gene			
BDKBJLID_02415	CDS			putative acyl-[acyl-carrier protein] desaturase
BDKBJLID_02415	gene			
BDKBJLID_02416	CDS			putative methyl-accepting chemotaxis sensory transducer
BDKBJLID_02416	gene			
BDKBJLID_02417	CDS	glcD1		D-lactate dehydrogenase (Cytochrome)
BDKBJLID_02417	gene	glcD1		
BDKBJLID_02418	CDS			putative metal dependent phosphohydrolase
BDKBJLID_02418	gene			
BDKBJLID_02419	CDS		1.4.1.14	glutamate synthase (NADPH/NADH) large chain
BDKBJLID_02419	gene			
BDKBJLID_02420	CDS			GTP cyclohydrolase
BDKBJLID_02420	gene			
BDKBJLID_02421	CDS			DNA-directed RNA polymerase, sigma 70/sigma 32 subunit
BDKBJLID_02421	gene			
BDKBJLID_02422	CDS			acylphosphatase
BDKBJLID_02422	gene			
BDKBJLID_02423	tRNA			tRNA-Pro(cgg)
BDKBJLID_02423	gene			
BDKBJLID_02424	CDS	fumC		fumarate hydratase class II(FumC)
BDKBJLID_02424	gene	fumC		
BDKBJLID_02425	CDS			putative site-specific integrase-resolvase
BDKBJLID_02425	gene			
BDKBJLID_02426	CDS		4.1.1.81	L-threonine O-3-phosphate decarboxylase
BDKBJLID_02426	gene			
BDKBJLID_02427	CDS			cobalamin biosynthesis protein CobD/CbiB
BDKBJLID_02427	gene			
BDKBJLID_02428	CDS			cobyric acid synthase
BDKBJLID_02428	gene			
BDKBJLID_02429	CDS			hypothetical protein
BDKBJLID_02429	gene			
BDKBJLID_02430	CDS	ilvD_3	4.2.1.9	dihydroxy-acid dehydratase
BDKBJLID_02430	gene	ilvD_3		
BDKBJLID_02431	CDS			putative DNA recombination protein, RmuC family
BDKBJLID_02431	gene			
BDKBJLID_02432	CDS			membrane protein
BDKBJLID_02432	gene			
BDKBJLID_02433	CDS			hypothetical protein
BDKBJLID_02433	gene			
BDKBJLID_02434	CDS			Fe-S oxidoreductase
BDKBJLID_02434	gene			
BDKBJLID_02435	CDS			tRNA-(MS[2]IO[6]A)-hydroxylase (MiaE)-like protein
BDKBJLID_02435	gene			
BDKBJLID_02436	CDS			hypothetical protein
BDKBJLID_02436	gene			
BDKBJLID_02437	CDS		2.1.1.133	cobalt-precorrin 4 C11-methyltransferase
BDKBJLID_02437	gene			
BDKBJLID_02438	CDS			hypothetical protein
BDKBJLID_02438	gene			
BDKBJLID_02439	CDS			cobalt-precorrin-2 C(20)-methyltransferase
BDKBJLID_02439	gene			
BDKBJLID_02440	CDS			zinc-binding protein
BDKBJLID_02440	gene			
BDKBJLID_02441	CDS	ribE		riboflavin synthase alpha chain
BDKBJLID_02441	gene	ribE		
BDKBJLID_02442	CDS			pyrimidine reductase, riboflavin biosynthesis
BDKBJLID_02442	gene			
BDKBJLID_02443	CDS	glyS		glycyl-tRNA synthetase, beta subunit
BDKBJLID_02443	gene	glyS		
BDKBJLID_02444	CDS	glyQ	6.1.1.14	glycyl-tRNA synthetase alpha chain
BDKBJLID_02444	gene	glyQ		
BDKBJLID_02445	CDS			diguanylate cyclase (GGDEF) domain-containing protein
BDKBJLID_02445	gene			
BDKBJLID_02446	CDS	bioB		biotin synthase
BDKBJLID_02446	gene	bioB		
BDKBJLID_02447	CDS		6.2.1.14	6-carboxyhexanoate--CoA ligase
BDKBJLID_02447	gene			
BDKBJLID_02448	CDS			7-keto-8-aminopelargonate synthetase
BDKBJLID_02448	gene			
BDKBJLID_02449	CDS			Putative signal-transduction protein with CBS domains
BDKBJLID_02449	gene			
BDKBJLID_02450	CDS			cell division protein FtsI
BDKBJLID_02450	gene			
BDKBJLID_02451	CDS			amylo-alpha-1,6-glucosidase
BDKBJLID_02451	gene			
BDKBJLID_02452	CDS			putative stress-induced protein
BDKBJLID_02452	gene			
BDKBJLID_02453	CDS			hypothetical protein
BDKBJLID_02453	gene			
BDKBJLID_02454	CDS			guanylate kinase
BDKBJLID_02454	gene			
BDKBJLID_02455	CDS			putative DNA-directed RNA polymerase, omega subunit
BDKBJLID_02455	gene			
BDKBJLID_02456	CDS	dfp	4.1.1.36	phosphopantothenoylcysteine decarboxylase / phosphopantothenate--cysteine ligase
BDKBJLID_02456	gene	dfp		
BDKBJLID_02457	CDS			Tetratricopeptide repeat-containing protein
BDKBJLID_02457	gene			
BDKBJLID_02458	CDS			3-dehydroquinate dehydratase II
BDKBJLID_02458	gene			
BDKBJLID_02459	CDS			translation elongation factor P
BDKBJLID_02459	gene			
BDKBJLID_02460	CDS	accB		acetyl-CoA carboxylase biotin carboxyl carrier protein
BDKBJLID_02460	gene	accB		
BDKBJLID_02461	CDS			acetyl-CoA carboxylase, biotin carboxylase subunit accC
BDKBJLID_02461	gene			
BDKBJLID_02462	CDS	thiE		thiamine monophosphate synthase
BDKBJLID_02462	gene	thiE		
BDKBJLID_02463	CDS			response regulator receiver modulated diguanylate cyclase/phosphodiesterase with PAS/PAC sensor(s)
BDKBJLID_02463	gene			
BDKBJLID_02464	CDS			putative response regulator receiver protein
BDKBJLID_02464	gene			
BDKBJLID_02465	CDS			histidine kinase
BDKBJLID_02465	gene			
BDKBJLID_02466	CDS			histidine kinase
BDKBJLID_02466	gene			
BDKBJLID_02467	CDS			hypothetical protein
BDKBJLID_02467	gene			
BDKBJLID_02468	CDS			hypothetical protein
BDKBJLID_02468	gene			
BDKBJLID_02469	CDS			hypothetical protein
BDKBJLID_02469	gene			
BDKBJLID_02470	CDS			hypothetical protein
	sig_peptide			putative signal peptide
BDKBJLID_02470	gene			
BDKBJLID_02471	CDS			hypothetical protein
BDKBJLID_02471	gene			
BDKBJLID_02472	CDS			hypothetical protein
BDKBJLID_02472	gene			
BDKBJLID_02473	CDS			ATP-dependent dethiobiotin synthetase BioD
BDKBJLID_02473	gene			
BDKBJLID_02474	CDS			putative OsmC-like protein (osmotic induced)
BDKBJLID_02474	gene			
BDKBJLID_02475	CDS			putative pyridoxal phosphate-dependent enzyme
BDKBJLID_02475	gene			
BDKBJLID_02476	CDS			putative TPR domain-containing protein
BDKBJLID_02476	gene			
BDKBJLID_02477	CDS			hypothetical protein
BDKBJLID_02477	gene			
BDKBJLID_02478	CDS			hypothetical protein
BDKBJLID_02478	gene			
BDKBJLID_02479	CDS	hbdA		putative 3-hydroxyacyl-CoA dehydrogenase
BDKBJLID_02479	gene	hbdA		
BDKBJLID_02480	CDS			hypothetical protein
BDKBJLID_02480	gene			
BDKBJLID_02481	CDS			putative oxidoreductase FAD/NAD(P)-binding protein
BDKBJLID_02481	gene			
BDKBJLID_02482	CDS			ABC-type multidrug transport system, permease componen
BDKBJLID_02482	gene			
BDKBJLID_02483	CDS			ABC-type multidrug transport system, ATPase component
BDKBJLID_02483	gene			
BDKBJLID_02484	CDS			hypothetical protein
BDKBJLID_02484	gene			
BDKBJLID_02485	CDS			hypothetical protein
BDKBJLID_02485	gene			
BDKBJLID_02486	CDS			putative outer membrane efflux protein
BDKBJLID_02486	gene			
BDKBJLID_02487	CDS			putative transcriptional regulator, LysR family
BDKBJLID_02487	gene			
BDKBJLID_02488	CDS			acriflavin resistance protein
BDKBJLID_02488	gene			
BDKBJLID_02489	CDS			secretion protein (HlyD)
BDKBJLID_02489	gene			
BDKBJLID_02490	CDS			putative outer membrane efflux protein
BDKBJLID_02490	gene			
BDKBJLID_02491	CDS			TetR family transcriptional regulator
BDKBJLID_02491	gene			
BDKBJLID_02492	CDS			hypothetical protein
BDKBJLID_02492	gene			
	sig_peptide			putative signal peptide
BDKBJLID_02493	CDS			hypothetical protein
BDKBJLID_02493	gene			
BDKBJLID_02494	CDS			phosphoribosylformylglycinamidine synthase, glutamine amidotransferase domain protein
BDKBJLID_02494	gene			
BDKBJLID_02495	CDS			phosphoribosylformylglycinamidine synthase II
BDKBJLID_02495	gene			
BDKBJLID_02496	CDS	purF		Glutamine phosphoribosylpyrophosphate amidotransferase
BDKBJLID_02496	gene	purF		
BDKBJLID_02497	CDS			Putative Zn-dependent protease, contains TPR repeats
BDKBJLID_02497	gene			
BDKBJLID_02498	CDS			ADP-L-glycero-D-manno-heptose-6-epimerase
BDKBJLID_02498	gene			
BDKBJLID_02499	CDS			putative major facilitator superfamily protein
BDKBJLID_02499	gene			
BDKBJLID_02500	CDS			putative major facilitator superfamily protein
BDKBJLID_02500	gene			
BDKBJLID_02501	CDS			putative arabinose efflux permease, MFS family
BDKBJLID_02501	gene			
BDKBJLID_02502	CDS	glgA4		putative glycosyl transferase, group 1
BDKBJLID_02502	gene	glgA4		
BDKBJLID_02503	CDS			alpha,alpha-trehalose-phosphate synthase (UDP-forming)
BDKBJLID_02503	gene			
BDKBJLID_02504	CDS		3.1.3.12	trehalose 6-phosphate phosphatase
BDKBJLID_02504	gene			
BDKBJLID_02505	CDS		1.1.1.133	dTDP-4-dehydrorhamnose reductase
BDKBJLID_02505	gene			
BDKBJLID_02506	CDS			hypothetical protein
BDKBJLID_02506	gene			
BDKBJLID_02507	CDS			50S ribosomal protein L17
BDKBJLID_02507	gene			
BDKBJLID_02508	CDS	rpoA		DNA-directed RNA polymerase, alpha subunit/40 kD subunit
BDKBJLID_02508	gene	rpoA		
BDKBJLID_02509	CDS			30S ribosomal protein S4
BDKBJLID_02509	gene			
BDKBJLID_02510	CDS			30S ribosomal protein S13
BDKBJLID_02510	gene			
BDKBJLID_02511	CDS	infA		translation initiation factor IF-1
BDKBJLID_02511	gene	infA		
BDKBJLID_02512	CDS			methionine aminopeptidase
BDKBJLID_02512	gene			
BDKBJLID_02513	CDS			adenylate kinase
BDKBJLID_02513	gene			
BDKBJLID_02514	CDS			preprotein translocase subunit SecY
BDKBJLID_02514	gene			
BDKBJLID_02515	CDS			ribosomal protein L15
BDKBJLID_02515	gene			
BDKBJLID_02516	CDS	rpsE		ribosomal protein S5
BDKBJLID_02516	gene	rpsE		
BDKBJLID_02517	CDS			50S ribosomal protein L18
BDKBJLID_02517	gene			
BDKBJLID_02518	CDS			50S ribosomal protein L6
BDKBJLID_02518	gene			
BDKBJLID_02519	CDS			30S ribosomal protein S8
BDKBJLID_02519	gene			
BDKBJLID_02520	CDS			50S ribosomal protein L5
BDKBJLID_02520	gene			
BDKBJLID_02521	CDS			50S ribosomal protein L29
BDKBJLID_02521	gene			
BDKBJLID_02522	CDS			30S ribosomal protein S3
BDKBJLID_02522	gene			
BDKBJLID_02523	CDS			50S ribosomal protein L22
BDKBJLID_02523	gene			
BDKBJLID_02524	CDS			30S ribosomal protein S19
BDKBJLID_02524	gene			
BDKBJLID_02525	CDS			LSU ribosomal protein L2P
BDKBJLID_02525	gene			
BDKBJLID_02526	CDS	rplW		ribosomal protein L23
BDKBJLID_02526	gene	rplW		
BDKBJLID_02527	CDS	rplD		ribosomal protein L4
BDKBJLID_02527	gene	rplD		
BDKBJLID_02528	CDS			50S ribosomal protein L3
BDKBJLID_02528	gene			
BDKBJLID_02529	CDS	rpsJ		30S ribosomal protein S10
BDKBJLID_02529	gene	rpsJ		
BDKBJLID_02530	CDS	tuf1_1		translation elongation factor Tu
BDKBJLID_02530	gene	tuf1_1		
BDKBJLID_02531	CDS	fusA		elongation factor G
BDKBJLID_02531	gene	fusA		
BDKBJLID_02532	CDS			30S ribosomal protein S7
BDKBJLID_02532	gene			
BDKBJLID_02533	CDS			30S ribosomal protein S12
BDKBJLID_02533	gene			
BDKBJLID_02534	CDS			DNA-directed RNA polymerase, beta' subunit
BDKBJLID_02534	gene			
BDKBJLID_02535	CDS	rpoB		DNA-directed RNA polymerase, beta subunit
BDKBJLID_02535	gene	rpoB		
BDKBJLID_02536	CDS	rplL		ribosomal protein L7/L12
BDKBJLID_02536	gene	rplL		
BDKBJLID_02537	CDS	rplJ		ribosomal protein L10
BDKBJLID_02537	gene	rplJ		
BDKBJLID_02538	CDS	rplA		ribosomal protein L1
BDKBJLID_02538	gene	rplA		
BDKBJLID_02539	CDS			ribosomal protein L11
BDKBJLID_02539	gene			
BDKBJLID_02540	CDS			transcription antitermination protein (NusG)
BDKBJLID_02540	gene			
BDKBJLID_02541	CDS			preprotein translocase (SecE)
BDKBJLID_02541	gene			
BDKBJLID_02542	tRNA			tRNA-Trp(cca)
BDKBJLID_02542	gene			
BDKBJLID_02543	CDS	tuf1_2		translation elongation factor Tu
BDKBJLID_02543	gene	tuf1_2		
BDKBJLID_02544	tRNA			tRNA-Thr(ggt)
BDKBJLID_02544	gene			
BDKBJLID_02545	tRNA			tRNA-Gly(tcc)
BDKBJLID_02545	gene			
BDKBJLID_02546	tRNA			tRNA-Tyr(gta)
BDKBJLID_02546	gene			
BDKBJLID_02547	CDS			hypothetical protein
BDKBJLID_02547	gene			
BDKBJLID_02548	CDS			putative NAD(FAD)-dependent dehydrogenase
BDKBJLID_02548	gene			
BDKBJLID_02549	tRNA			tRNA-Leu(tag)
BDKBJLID_02549	gene			
BDKBJLID_02550	CDS			2-methylthioadenine synthetase
BDKBJLID_02550	gene			
BDKBJLID_02551	CDS			hypothetical protein
BDKBJLID_02551	gene			
BDKBJLID_02552	CDS			hypothetical protein
BDKBJLID_02552	gene			
BDKBJLID_02553	CDS			hypothetical protein
BDKBJLID_02553	gene			
BDKBJLID_02554	CDS			lipoprotein
BDKBJLID_02554	gene			
BDKBJLID_02555	CDS			hypothetical protein
BDKBJLID_02555	gene			
BDKBJLID_02556	CDS	rpsR		ribosomal protein S18
BDKBJLID_02556	gene	rpsR		
BDKBJLID_02557	CDS			single-stranded DNA-binding protein
BDKBJLID_02557	gene			
BDKBJLID_02558	CDS	rpsF		ribosomal protein S6
BDKBJLID_02558	gene	rpsF		
BDKBJLID_02559	CDS	ychF		putative GTPase, probable translation factor
BDKBJLID_02559	gene	ychF		
BDKBJLID_02560	CDS			peptidyl-tRNA hydrolase
BDKBJLID_02560	gene			
BDKBJLID_02561	CDS			ribosomal protein L25
BDKBJLID_02561	gene			
BDKBJLID_02562	CDS			phosphoribosylpyrophosphate synthetase
BDKBJLID_02562	gene			
BDKBJLID_02563	tRNA			tRNA-Gln(ttg)
BDKBJLID_02563	gene			
BDKBJLID_02564	CDS			4-diphosphocytidyl-2-C-methyl-D-erythritol kinase
BDKBJLID_02564	gene			
BDKBJLID_02565	CDS			FeS-binding protein
BDKBJLID_02565	gene			
BDKBJLID_02566	CDS			phosphatidylglycerophosphate synthase
BDKBJLID_02566	gene			
BDKBJLID_02567	CDS			hypothetical protein
BDKBJLID_02567	gene			
BDKBJLID_02568	CDS			hypothetical protein
BDKBJLID_02568	gene			
BDKBJLID_02569	CDS	clpX		ATP-dependent protease Clp, ATPase subunit
BDKBJLID_02569	gene	clpX		
BDKBJLID_02570	CDS	clpP1		peptidase S14, ClpP
BDKBJLID_02570	gene	clpP1		
BDKBJLID_02571	CDS			putative trigger factor
BDKBJLID_02571	gene			
BDKBJLID_02572	CDS			2-polyprenyl-6-methoxyphenol hydroxylase
BDKBJLID_02572	gene			
BDKBJLID_02573	CDS			hypothetical protein
BDKBJLID_02573	gene			
BDKBJLID_02574	CDS			glucose-6-phosphate 1-dehydrogenase
BDKBJLID_02574	gene			
BDKBJLID_02575	CDS			transaldolase
BDKBJLID_02575	gene			
BDKBJLID_02576	CDS			transaldolase
BDKBJLID_02576	gene			
BDKBJLID_02577	CDS			Transketolase
BDKBJLID_02577	gene			
BDKBJLID_02578	CDS	pgl		6-phosphogluconolactonase
